transaction_id,account_id,txn_type,amount,related_account_id,status,created_at
2360,592,DEPOSIT,818.5,,COMPLETED,2023-02-20 15:16:51
2361,403,PAYMENT,1857.93,,COMPLETED,2024-09-04 10:27:20
2362,462,PAYMENT,1888.58,,COMPLETED,2023-01-22 16:56:19
2363,88,WITHDRAWAL,1109.77,,COMPLETED,2024-07-30 00:58:35
2364,982,WITHDRAWAL,2386.28,,COMPLETED,2024-09-16 18:28:34
2365,78,PAYMENT,1843.04,,COMPLETED,2024-03-04 21:49:09
2366,784,TRANSFER,4203.36,126.0,COMPLETED,2023-02-07 18:57:00
2367,115,TRANSFER,1636.74,627.0,COMPLETED,2024-11-10 15:22:50
2368,833,WITHDRAWAL,1194.67,,COMPLETED,2025-05-01 04:04:09
2369,246,DEPOSIT,720.6,,COMPLETED,2025-05-05 03:52:10
2370,352,PAYMENT,858.38,,COMPLETED,2023-05-04 08:31:21
2371,106,WITHDRAWAL,1483.89,,COMPLETED,2023-10-14 05:38:48
2372,576,TRANSFER,1564.19,943.0,COMPLETED,2023-12-14 05:20:35
2373,923,TRANSFER,322.82,52.0,COMPLETED,2024-07-22 08:38:42
2374,113,WITHDRAWAL,1770.66,,PENDING,2023-12-21 15:28:19
2375,643,DEPOSIT,1602.59,,COMPLETED,2024-04-02 04:21:01
2376,35,DEPOSIT,1549.58,,COMPLETED,2023-09-17 12:24:20
2377,638,DEPOSIT,4135.7,,COMPLETED,2023-01-22 01:37:35
2378,883,WITHDRAWAL,2550.68,,COMPLETED,2024-10-02 09:48:56
2379,808,TRANSFER,4557.78,126.0,COMPLETED,2024-01-07 18:50:31
2380,226,PAYMENT,1427.7,,COMPLETED,2023-03-02 21:26:41
2381,249,WITHDRAWAL,1722.01,,COMPLETED,2023-06-29 07:28:30
2382,58,PAYMENT,420.0,,COMPLETED,2023-02-02 06:15:50
2383,349,DEPOSIT,1239.92,,COMPLETED,2023-07-25 15:17:48
2384,396,REFUND,493.61,,COMPLETED,2024-03-16 08:27:51
2385,443,PAYMENT,809.9,,COMPLETED,2023-11-10 01:06:01
2386,711,DEPOSIT,3359.24,,COMPLETED,2023-03-14 05:48:44
2387,503,TRANSFER,3565.35,743.0,COMPLETED,2025-02-28 22:56:10
2388,777,TRANSFER,1399.44,818.0,COMPLETED,2024-04-01 04:43:56
2389,989,WITHDRAWAL,848.7,,PENDING,2025-01-12 19:36:16
2390,981,PAYMENT,514.32,,COMPLETED,2023-12-22 20:59:26
2391,821,WITHDRAWAL,2094.09,,COMPLETED,2023-05-17 10:06:35
2392,787,TRANSFER,399.1,144.0,COMPLETED,2023-01-07 14:03:11
2393,949,WITHDRAWAL,566.41,,COMPLETED,2024-07-16 09:37:34
2394,884,DEPOSIT,3420.48,,PENDING,2024-07-12 00:30:57
2395,474,DEPOSIT,1467.87,,COMPLETED,2023-08-27 00:28:01
2396,317,DEPOSIT,641.03,,COMPLETED,2023-12-02 08:57:34
2397,247,REFUND,279.6,,COMPLETED,2023-12-15 00:34:44
2398,158,WITHDRAWAL,126.37,,COMPLETED,2025-01-18 00:01:10
2399,140,DEPOSIT,4173.82,,COMPLETED,2024-11-06 17:42:12
2400,913,TRANSFER,383.63,518.0,COMPLETED,2023-08-18 15:00:25
2401,520,TRANSFER,2238.02,922.0,COMPLETED,2023-06-25 09:53:25
2402,599,PAYMENT,386.05,,COMPLETED,2025-03-15 13:02:47
2403,381,DEPOSIT,120.35,,COMPLETED,2023-12-18 19:10:04
2404,305,PAYMENT,706.73,,COMPLETED,2024-08-05 19:32:54
2405,762,DEPOSIT,1931.17,,PENDING,2024-02-09 16:16:35
2406,601,DEPOSIT,960.62,,COMPLETED,2024-02-04 04:57:58
2407,782,TRANSFER,175.28,525.0,COMPLETED,2025-05-17 02:10:06
2408,300,TRANSFER,1474.64,194.0,COMPLETED,2024-08-24 23:23:03
2409,381,DEPOSIT,3439.58,,COMPLETED,2024-11-20 22:26:18
2410,634,DEPOSIT,3616.39,,COMPLETED,2023-07-03 07:30:16
2411,386,WITHDRAWAL,447.59,,COMPLETED,2023-04-11 23:21:38
2412,286,DEPOSIT,66.93,,COMPLETED,2023-12-14 03:46:09
2413,460,PAYMENT,248.09,,COMPLETED,2023-04-06 15:06:49
2414,744,DEPOSIT,2750.63,,COMPLETED,2025-04-16 01:01:42
2415,989,PAYMENT,1875.05,,COMPLETED,2023-07-04 04:51:39
2416,341,TRANSFER,1964.5,896.0,COMPLETED,2024-11-11 17:51:48
2417,584,TRANSFER,1758.47,754.0,COMPLETED,2024-10-21 04:32:49
2418,186,WITHDRAWAL,2640.74,,COMPLETED,2023-09-25 13:18:17
2419,345,TRANSFER,913.05,462.0,FAILED,2024-09-10 00:22:48
2420,194,WITHDRAWAL,82.39,,COMPLETED,2023-07-12 01:13:10
2421,177,DEPOSIT,2081.34,,COMPLETED,2024-06-15 13:25:25
2422,277,REFUND,66.89,,COMPLETED,2023-09-29 19:40:53
2423,256,PAYMENT,848.07,,COMPLETED,2024-02-20 13:07:12
2424,876,WITHDRAWAL,2858.07,,COMPLETED,2024-08-03 10:56:17
2425,403,WITHDRAWAL,1208.67,,COMPLETED,2023-07-25 21:50:07
2426,253,DEPOSIT,3577.32,,COMPLETED,2025-03-08 15:00:03
2427,870,TRANSFER,3113.44,552.0,COMPLETED,2025-01-25 19:57:37
2428,915,PAYMENT,755.89,,COMPLETED,2023-07-14 06:11:50
2429,468,DEPOSIT,587.82,,COMPLETED,2023-01-22 08:03:52
2430,361,PAYMENT,1911.91,,COMPLETED,2023-01-12 01:47:47
2431,491,DEPOSIT,1125.03,,COMPLETED,2025-01-13 07:26:34
2432,190,TRANSFER,4688.75,515.0,COMPLETED,2025-02-09 21:08:19
2433,527,DEPOSIT,1071.94,,COMPLETED,2023-07-04 21:24:30
2434,210,DEPOSIT,3742.56,,COMPLETED,2025-04-28 07:52:52
2435,189,TRANSFER,2896.59,963.0,COMPLETED,2023-12-15 03:50:46
2436,490,WITHDRAWAL,752.18,,COMPLETED,2023-10-21 07:31:24
2437,913,PAYMENT,639.27,,PENDING,2025-05-31 20:52:15
2438,727,WITHDRAWAL,1891.7,,COMPLETED,2024-06-23 05:23:10
2439,124,PAYMENT,180.64,,COMPLETED,2023-05-29 01:41:33
2440,70,WITHDRAWAL,288.04,,PENDING,2024-03-16 13:08:06
2441,426,DEPOSIT,795.48,,COMPLETED,2024-05-17 12:05:07
2442,88,WITHDRAWAL,2729.55,,COMPLETED,2023-09-13 16:00:16
2443,531,WITHDRAWAL,2116.74,,COMPLETED,2025-06-03 03:44:34
2444,128,PAYMENT,328.03,,COMPLETED,2025-02-07 04:38:54
2445,197,WITHDRAWAL,1606.27,,COMPLETED,2023-08-11 16:08:26
2446,192,TRANSFER,3161.98,830.0,FAILED,2024-07-06 06:25:38
2447,817,PAYMENT,506.29,,COMPLETED,2025-03-03 10:24:11
2448,180,PAYMENT,203.17,,COMPLETED,2025-02-03 00:03:38
2449,454,WITHDRAWAL,1441.1,,COMPLETED,2024-07-08 20:55:37
2450,695,TRANSFER,4098.86,525.0,COMPLETED,2025-02-07 00:29:49
2451,221,WITHDRAWAL,79.17,,COMPLETED,2025-04-28 07:42:36
2452,797,TRANSFER,4433.74,109.0,COMPLETED,2025-04-13 10:08:53
2453,92,DEPOSIT,3138.95,,COMPLETED,2023-09-29 21:18:52
2454,183,DEPOSIT,4678.39,,PENDING,2023-12-08 18:04:31
2455,242,REFUND,163.75,,COMPLETED,2024-05-24 00:39:25
2456,942,DEPOSIT,3033.92,,COMPLETED,2023-05-23 21:36:45
2457,19,TRANSFER,2972.1,208.0,COMPLETED,2023-02-17 23:16:39
2458,307,DEPOSIT,1437.22,,COMPLETED,2023-07-12 21:59:49
2459,30,WITHDRAWAL,2719.33,,COMPLETED,2023-06-20 22:39:00
2460,293,TRANSFER,1352.41,516.0,COMPLETED,2024-01-15 03:45:15
2461,330,TRANSFER,3810.84,547.0,COMPLETED,2025-02-24 07:03:55
2462,398,TRANSFER,696.72,741.0,COMPLETED,2023-03-10 04:26:37
2463,680,DEPOSIT,1934.32,,PENDING,2024-01-10 01:38:27
2464,453,WITHDRAWAL,2091.96,,COMPLETED,2023-01-21 01:34:19
2465,448,WITHDRAWAL,2413.38,,COMPLETED,2024-11-21 07:37:15
2466,938,WITHDRAWAL,2127.7,,COMPLETED,2025-03-16 01:48:38
2467,414,TRANSFER,2784.29,583.0,COMPLETED,2023-09-28 15:17:08
2468,107,PAYMENT,1838.36,,COMPLETED,2023-08-24 09:39:08
2469,791,PAYMENT,1724.34,,COMPLETED,2025-04-13 09:25:26
2470,27,PAYMENT,1614.39,,COMPLETED,2025-03-06 01:49:54
2471,98,DEPOSIT,371.55,,COMPLETED,2024-12-18 07:10:19
2472,291,PAYMENT,1728.74,,COMPLETED,2023-07-03 09:08:12
2473,16,TRANSFER,1738.62,733.0,COMPLETED,2025-04-03 18:54:51
2474,689,TRANSFER,4363.18,548.0,COMPLETED,2024-10-28 20:34:42
2475,396,PAYMENT,220.61,,COMPLETED,2024-09-02 22:02:33
2476,835,DEPOSIT,4594.11,,PENDING,2023-01-28 05:01:29
2477,226,DEPOSIT,4759.39,,COMPLETED,2025-04-14 05:09:00
2478,949,TRANSFER,1090.58,857.0,COMPLETED,2024-03-02 22:45:34
2479,384,TRANSFER,1003.56,983.0,COMPLETED,2023-01-13 20:27:15
2480,590,TRANSFER,971.02,346.0,COMPLETED,2023-03-19 03:23:33
2481,703,PAYMENT,131.92,,COMPLETED,2023-07-30 09:11:59
2482,7,DEPOSIT,4872.24,,COMPLETED,2025-02-18 08:00:09
2483,643,TRANSFER,987.26,154.0,COMPLETED,2024-06-03 11:31:29
2484,99,DEPOSIT,4250.65,,COMPLETED,2024-05-14 11:17:35
2485,278,DEPOSIT,3194.72,,COMPLETED,2023-08-30 23:31:02
2486,713,WITHDRAWAL,1928.97,,COMPLETED,2024-09-21 18:39:40
2487,305,PAYMENT,1473.53,,COMPLETED,2024-03-05 20:00:22
2488,778,PAYMENT,1370.23,,COMPLETED,2024-10-17 08:45:25
2489,195,DEPOSIT,360.78,,COMPLETED,2023-05-18 08:27:09
2490,875,DEPOSIT,3790.47,,COMPLETED,2023-02-28 09:09:09
2491,800,PAYMENT,1435.06,,COMPLETED,2024-08-30 12:07:34
2492,890,TRANSFER,1626.07,924.0,PENDING,2023-01-27 18:55:44
2493,431,TRANSFER,3047.26,88.0,COMPLETED,2024-03-21 16:35:36
2494,868,PAYMENT,907.07,,COMPLETED,2025-01-14 02:01:22
2495,572,WITHDRAWAL,914.74,,COMPLETED,2024-01-05 12:46:16
2496,648,REFUND,99.19,,COMPLETED,2025-05-21 17:23:40
2497,53,TRANSFER,2078.18,550.0,COMPLETED,2024-05-31 18:39:42
2498,956,PAYMENT,1944.83,,COMPLETED,2023-02-09 10:54:03
2499,553,WITHDRAWAL,443.41,,COMPLETED,2023-02-26 10:58:20
2500,498,PAYMENT,1747.99,,COMPLETED,2024-11-20 12:02:19
2501,454,REFUND,317.94,,COMPLETED,2023-09-09 14:48:58
2502,17,WITHDRAWAL,2455.87,,PENDING,2023-09-10 06:51:04
2503,184,TRANSFER,960.35,122.0,COMPLETED,2024-03-05 08:05:49
2504,563,DEPOSIT,1719.71,,COMPLETED,2024-12-19 12:56:22
2505,466,DEPOSIT,4157.4,,COMPLETED,2023-01-22 20:58:28
2506,335,DEPOSIT,2458.35,,COMPLETED,2023-09-01 16:16:49
2507,515,WITHDRAWAL,2557.76,,COMPLETED,2025-02-20 07:18:24
2508,790,DEPOSIT,4809.13,,COMPLETED,2023-07-30 09:32:13
2509,388,TRANSFER,3058.7,174.0,COMPLETED,2024-02-06 09:33:29
2510,588,PAYMENT,838.53,,COMPLETED,2023-01-02 17:54:08
2511,370,TRANSFER,1725.97,374.0,COMPLETED,2024-08-05 13:31:06
2512,511,TRANSFER,3015.62,630.0,COMPLETED,2025-02-21 16:11:35
2513,865,WITHDRAWAL,2071.77,,COMPLETED,2025-01-18 12:16:47
2514,670,REFUND,36.25,,COMPLETED,2024-01-26 01:38:53
2515,496,DEPOSIT,4725.65,,COMPLETED,2025-05-03 02:57:24
2516,375,TRANSFER,4514.11,568.0,COMPLETED,2024-03-13 17:17:52
2517,659,WITHDRAWAL,2385.58,,COMPLETED,2023-07-27 10:37:30
2518,158,REFUND,391.89,,COMPLETED,2025-01-30 05:12:36
2519,279,TRANSFER,3066.47,978.0,COMPLETED,2023-02-12 09:01:17
2520,581,TRANSFER,4458.26,375.0,COMPLETED,2023-11-23 04:12:15
2521,122,WITHDRAWAL,462.1,,COMPLETED,2024-06-19 20:26:50
2522,628,WITHDRAWAL,1815.75,,COMPLETED,2024-02-13 19:21:39
2523,869,DEPOSIT,2274.95,,COMPLETED,2024-02-28 08:06:22
2524,949,PAYMENT,1426.7,,COMPLETED,2023-05-27 20:23:31
2525,930,DEPOSIT,1270.6,,COMPLETED,2024-08-13 02:33:47
2526,392,WITHDRAWAL,1869.54,,COMPLETED,2023-11-29 15:50:20
2527,938,DEPOSIT,1634.18,,FAILED,2024-05-08 17:13:17
2528,718,PAYMENT,408.12,,COMPLETED,2023-05-11 13:02:24
2529,230,REFUND,300.81,,COMPLETED,2024-10-20 17:37:56
2530,876,DEPOSIT,4429.62,,COMPLETED,2023-11-07 17:19:25
2531,600,DEPOSIT,3964.01,,COMPLETED,2023-06-05 20:53:40
2532,983,PAYMENT,603.37,,COMPLETED,2023-12-26 23:51:35
2533,357,DEPOSIT,3275.59,,COMPLETED,2024-02-23 20:46:46
2534,102,WITHDRAWAL,2331.87,,FAILED,2023-11-08 07:17:16
2535,531,TRANSFER,2798.56,706.0,COMPLETED,2023-09-20 00:50:05
2536,376,DEPOSIT,1404.08,,COMPLETED,2024-12-30 13:08:51
2537,838,TRANSFER,1459.58,695.0,COMPLETED,2024-11-04 11:40:48
2538,20,DEPOSIT,4345.3,,COMPLETED,2024-03-19 01:57:27
2539,440,DEPOSIT,4167.43,,COMPLETED,2024-04-30 20:56:37
2540,33,TRANSFER,3249.33,472.0,COMPLETED,2023-11-19 20:30:41
2541,727,PAYMENT,78.72,,COMPLETED,2024-01-22 19:31:13
2542,671,PAYMENT,88.37,,COMPLETED,2024-06-23 12:40:27
2543,863,TRANSFER,702.74,86.0,PENDING,2025-03-03 18:08:40
2544,173,DEPOSIT,2637.76,,PENDING,2023-10-26 04:37:07
2545,287,DEPOSIT,1833.57,,COMPLETED,2023-11-18 08:48:41
2546,105,WITHDRAWAL,2257.54,,COMPLETED,2024-02-23 00:48:08
2547,646,DEPOSIT,2110.95,,COMPLETED,2024-11-06 07:38:09
2548,823,DEPOSIT,4123.09,,COMPLETED,2025-02-11 04:08:46
2549,533,DEPOSIT,3825.68,,COMPLETED,2023-05-28 04:35:39
2550,277,DEPOSIT,3241.55,,COMPLETED,2023-02-08 07:25:09
2551,68,TRANSFER,3501.57,572.0,COMPLETED,2024-03-29 16:36:44
2552,267,PAYMENT,1900.43,,PENDING,2025-02-09 07:14:13
2553,170,WITHDRAWAL,982.39,,COMPLETED,2024-07-14 01:21:02
2554,796,WITHDRAWAL,1540.54,,COMPLETED,2024-06-20 12:26:05
2555,30,TRANSFER,3500.77,653.0,COMPLETED,2024-04-29 00:41:53
2556,245,TRANSFER,1083.74,690.0,COMPLETED,2025-01-15 11:36:34
2557,417,TRANSFER,2928.84,440.0,COMPLETED,2023-05-23 20:20:20
2558,198,WITHDRAWAL,473.72,,COMPLETED,2024-12-16 16:00:33
2559,743,TRANSFER,1443.01,660.0,COMPLETED,2023-05-06 00:15:57
2560,461,DEPOSIT,1047.85,,COMPLETED,2025-01-01 08:49:00
2561,400,DEPOSIT,4494.74,,COMPLETED,2023-07-04 09:47:53
2562,772,DEPOSIT,192.65,,COMPLETED,2024-09-13 02:53:28
2563,773,TRANSFER,3861.58,251.0,COMPLETED,2023-03-15 05:48:35
2564,52,WITHDRAWAL,338.05,,PENDING,2024-01-11 09:39:40
2565,253,DEPOSIT,2872.52,,COMPLETED,2023-04-11 05:51:59
2566,817,TRANSFER,4438.93,983.0,COMPLETED,2024-03-25 05:45:13
2567,552,DEPOSIT,3149.28,,COMPLETED,2023-02-07 14:42:14
2568,307,DEPOSIT,167.87,,COMPLETED,2023-04-04 00:26:40
2569,220,PAYMENT,420.64,,PENDING,2023-01-04 14:53:12
2570,461,TRANSFER,2316.53,466.0,COMPLETED,2025-04-17 07:36:04
2571,200,PAYMENT,965.55,,COMPLETED,2024-08-18 12:21:09
2572,955,REFUND,429.39,,COMPLETED,2023-05-28 13:44:58
2573,731,DEPOSIT,51.34,,COMPLETED,2023-07-23 04:43:37
2574,65,PAYMENT,1894.11,,PENDING,2024-09-27 22:31:40
2575,364,WITHDRAWAL,2191.67,,PENDING,2023-10-28 01:41:02
2576,124,DEPOSIT,1115.78,,COMPLETED,2023-04-15 18:16:35
2577,504,TRANSFER,1895.46,337.0,COMPLETED,2024-10-17 17:48:12
2578,26,DEPOSIT,223.21,,COMPLETED,2024-12-15 00:49:00
2579,175,DEPOSIT,4654.12,,COMPLETED,2024-05-06 09:53:02
2580,960,PAYMENT,249.45,,COMPLETED,2023-12-20 21:13:51
2581,809,PAYMENT,1761.78,,PENDING,2024-08-11 13:48:11
2582,213,DEPOSIT,476.17,,COMPLETED,2023-12-18 22:45:55
2583,686,TRANSFER,1402.02,27.0,COMPLETED,2024-06-01 00:13:33
2584,572,DEPOSIT,3474.42,,COMPLETED,2024-11-02 20:15:54
2585,474,TRANSFER,198.0,593.0,COMPLETED,2024-09-08 06:28:17
2586,554,WITHDRAWAL,2919.26,,COMPLETED,2025-06-04 04:53:21
2587,57,TRANSFER,4799.17,339.0,COMPLETED,2023-07-22 07:55:18
2588,859,WITHDRAWAL,2409.78,,COMPLETED,2024-07-30 22:28:27
2589,329,REFUND,98.09,,COMPLETED,2023-05-20 12:11:53
2590,972,DEPOSIT,3268.4,,COMPLETED,2024-09-13 18:32:48
2591,517,TRANSFER,3529.59,952.0,COMPLETED,2024-11-05 23:22:12
2592,887,DEPOSIT,1851.97,,COMPLETED,2024-10-03 17:12:19
2593,544,PAYMENT,1093.74,,COMPLETED,2025-03-11 07:01:07
2594,443,TRANSFER,2726.8,384.0,COMPLETED,2025-05-18 11:24:25
2595,415,WITHDRAWAL,1749.03,,COMPLETED,2024-12-17 17:48:24
2596,415,PAYMENT,303.79,,COMPLETED,2024-03-19 16:50:36
2597,588,TRANSFER,2068.74,514.0,COMPLETED,2025-03-31 14:18:10
2598,308,PAYMENT,672.28,,COMPLETED,2024-09-14 15:56:01
2599,555,WITHDRAWAL,1626.85,,COMPLETED,2023-10-02 16:10:43
2600,53,WITHDRAWAL,2756.53,,FAILED,2024-11-08 04:44:07
2601,178,TRANSFER,2724.04,891.0,COMPLETED,2023-09-29 08:38:59
2602,958,TRANSFER,4887.3,952.0,COMPLETED,2023-07-07 11:35:00
2603,821,WITHDRAWAL,2473.86,,COMPLETED,2024-07-25 20:53:53
2604,596,WITHDRAWAL,1568.32,,COMPLETED,2025-05-02 14:08:36
2605,309,PAYMENT,1332.63,,COMPLETED,2023-06-21 03:24:19
2606,277,TRANSFER,3949.24,583.0,COMPLETED,2023-01-15 12:47:41
2607,873,PAYMENT,752.91,,PENDING,2023-09-23 00:32:26
2608,621,TRANSFER,1994.36,684.0,COMPLETED,2023-07-05 13:12:26
2609,485,TRANSFER,4940.36,275.0,COMPLETED,2025-01-11 13:55:39
2610,538,DEPOSIT,3485.02,,COMPLETED,2024-09-01 17:04:28
2611,853,DEPOSIT,3978.29,,COMPLETED,2023-03-02 01:14:16
2612,136,WITHDRAWAL,2749.21,,COMPLETED,2024-02-10 12:41:47
2613,368,DEPOSIT,2060.29,,COMPLETED,2023-04-17 13:57:49
2614,642,TRANSFER,4760.18,234.0,COMPLETED,2025-04-26 14:35:00
2615,41,DEPOSIT,1075.08,,COMPLETED,2024-08-15 18:43:29
2616,807,DEPOSIT,1304.5,,PENDING,2023-01-10 11:15:50
2617,503,PAYMENT,1326.55,,COMPLETED,2024-06-19 09:56:55
2618,708,WITHDRAWAL,1175.49,,COMPLETED,2023-11-04 11:31:07
2619,510,TRANSFER,4601.8,753.0,COMPLETED,2023-12-02 22:11:32
2620,52,TRANSFER,4886.22,595.0,COMPLETED,2023-09-30 04:37:38
2621,41,DEPOSIT,2394.31,,COMPLETED,2024-07-08 20:31:09
2622,900,WITHDRAWAL,312.06,,COMPLETED,2025-04-03 22:07:32
2623,735,PAYMENT,1898.75,,COMPLETED,2024-07-23 03:45:44
2624,34,WITHDRAWAL,2889.05,,COMPLETED,2024-06-15 15:06:04
2625,110,WITHDRAWAL,1640.33,,COMPLETED,2024-08-31 11:44:27
2626,864,PAYMENT,1266.28,,COMPLETED,2025-05-25 09:41:50
2627,452,TRANSFER,1244.82,561.0,COMPLETED,2024-03-23 23:53:21
2628,372,TRANSFER,3535.0,537.0,COMPLETED,2023-11-11 22:35:26
2629,488,DEPOSIT,3434.93,,COMPLETED,2023-08-18 04:20:23
2630,802,PAYMENT,1871.72,,COMPLETED,2024-02-29 08:14:25
2631,598,DEPOSIT,1409.97,,COMPLETED,2024-12-15 20:34:25
2632,962,PAYMENT,1310.87,,COMPLETED,2024-11-05 14:44:51
2633,694,DEPOSIT,2607.84,,COMPLETED,2024-11-20 17:30:29
2634,536,DEPOSIT,855.59,,COMPLETED,2024-01-14 17:46:36
2635,397,WITHDRAWAL,2066.69,,PENDING,2024-06-10 01:31:47
2636,100,DEPOSIT,2456.92,,COMPLETED,2025-02-28 01:11:28
2637,928,TRANSFER,3286.66,215.0,COMPLETED,2025-04-30 09:55:34
2638,54,WITHDRAWAL,685.8,,COMPLETED,2024-09-05 14:58:30
2639,690,PAYMENT,465.18,,COMPLETED,2025-06-10 04:42:08
2640,830,PAYMENT,241.02,,COMPLETED,2023-12-07 10:49:00
2641,164,TRANSFER,4736.03,669.0,COMPLETED,2025-05-12 15:22:07
2642,591,WITHDRAWAL,2102.79,,COMPLETED,2024-11-11 02:35:59
2643,623,PAYMENT,742.89,,COMPLETED,2023-03-19 19:09:45
2644,497,WITHDRAWAL,851.13,,COMPLETED,2023-08-14 22:22:14
2645,503,DEPOSIT,481.85,,COMPLETED,2023-03-24 11:25:05
2646,789,WITHDRAWAL,1215.95,,PENDING,2023-08-08 20:51:22
2647,170,DEPOSIT,851.88,,COMPLETED,2025-01-14 05:52:07
2648,789,DEPOSIT,3316.32,,COMPLETED,2024-07-19 15:26:59
2649,661,DEPOSIT,380.75,,COMPLETED,2023-03-26 05:29:49
2650,225,TRANSFER,623.46,50.0,COMPLETED,2023-12-07 08:19:06
2651,180,WITHDRAWAL,2244.99,,COMPLETED,2023-10-30 07:04:39
2652,443,DEPOSIT,3951.03,,COMPLETED,2024-06-24 20:00:08
2653,790,DEPOSIT,2676.07,,COMPLETED,2024-02-25 11:23:10
2654,974,DEPOSIT,4607.62,,COMPLETED,2023-10-17 07:03:01
2655,962,DEPOSIT,3336.98,,COMPLETED,2024-05-10 03:39:52
2656,262,DEPOSIT,1969.89,,COMPLETED,2024-09-22 19:40:40
2657,642,PAYMENT,151.13,,COMPLETED,2024-02-09 06:34:59
2658,608,DEPOSIT,3814.56,,COMPLETED,2024-07-03 21:22:32
2659,96,TRANSFER,1272.99,903.0,COMPLETED,2023-03-27 01:53:08
2660,741,WITHDRAWAL,691.52,,COMPLETED,2024-09-04 16:56:47
2661,79,PAYMENT,95.39,,COMPLETED,2024-06-15 17:05:55
2662,470,DEPOSIT,3374.7,,PENDING,2024-08-28 00:25:07
2663,465,WITHDRAWAL,2512.39,,COMPLETED,2023-01-26 07:10:53
2664,158,WITHDRAWAL,2849.18,,COMPLETED,2024-03-29 15:21:27
2665,484,TRANSFER,3789.38,191.0,COMPLETED,2023-03-03 21:55:04
2666,619,DEPOSIT,3876.84,,COMPLETED,2023-06-12 09:14:25
2667,41,WITHDRAWAL,1693.83,,COMPLETED,2023-09-04 04:02:01
2668,929,DEPOSIT,3224.93,,COMPLETED,2024-05-21 06:50:03
2669,468,DEPOSIT,3268.33,,FAILED,2024-12-18 23:19:13
2670,408,WITHDRAWAL,1615.17,,COMPLETED,2024-04-24 22:53:43
2671,370,PAYMENT,945.12,,COMPLETED,2024-10-11 00:00:43
2672,908,PAYMENT,1380.02,,COMPLETED,2023-08-15 20:54:19
2673,809,TRANSFER,3321.99,680.0,COMPLETED,2023-04-16 10:20:41
2674,403,DEPOSIT,2473.89,,COMPLETED,2024-04-07 23:53:52
2675,615,TRANSFER,361.53,746.0,COMPLETED,2023-06-05 19:56:50
2676,328,PAYMENT,1192.92,,COMPLETED,2024-02-09 17:54:52
2677,388,PAYMENT,1136.37,,COMPLETED,2025-02-03 18:50:53
2678,368,DEPOSIT,1708.24,,COMPLETED,2023-02-05 16:12:49
2679,336,DEPOSIT,2148.05,,COMPLETED,2024-06-22 14:29:31
2680,920,TRANSFER,3945.12,964.0,COMPLETED,2024-01-18 08:26:10
2681,355,DEPOSIT,3445.6,,COMPLETED,2024-09-07 09:06:19
2682,655,WITHDRAWAL,2398.13,,COMPLETED,2025-05-17 20:01:00
2683,211,DEPOSIT,3627.58,,COMPLETED,2023-03-10 19:57:04
2684,301,DEPOSIT,3960.23,,COMPLETED,2024-03-08 00:04:18
2685,223,PAYMENT,1621.06,,COMPLETED,2023-08-12 03:24:48
2686,466,WITHDRAWAL,826.81,,COMPLETED,2023-12-14 00:34:41
2687,638,WITHDRAWAL,779.08,,COMPLETED,2024-10-29 02:23:23
2688,155,REFUND,407.49,,FAILED,2024-08-08 20:51:12
2689,4,DEPOSIT,4069.36,,COMPLETED,2023-06-08 06:17:09
2690,588,WITHDRAWAL,2972.74,,COMPLETED,2023-12-04 12:58:42
2691,334,WITHDRAWAL,1273.07,,COMPLETED,2023-09-28 20:09:23
2692,508,TRANSFER,2473.32,136.0,COMPLETED,2023-07-20 04:28:50
2693,460,WITHDRAWAL,436.39,,COMPLETED,2025-02-14 13:07:20
2694,911,PAYMENT,118.46,,COMPLETED,2024-06-06 21:05:07
2695,335,DEPOSIT,2699.35,,COMPLETED,2024-03-18 01:01:15
2696,123,PAYMENT,1376.58,,COMPLETED,2024-10-01 14:09:22
2697,785,TRANSFER,98.79,403.0,FAILED,2024-12-25 08:13:53
2698,859,DEPOSIT,2177.52,,COMPLETED,2025-04-29 10:40:36
2699,733,TRANSFER,3771.05,654.0,COMPLETED,2023-04-15 00:23:21
2700,291,DEPOSIT,2790.87,,COMPLETED,2023-05-28 07:58:23
2701,269,DEPOSIT,4833.68,,COMPLETED,2023-04-29 06:30:23
2702,642,TRANSFER,4774.64,115.0,COMPLETED,2025-05-27 00:02:57
2703,728,REFUND,138.52,,COMPLETED,2024-06-26 06:20:57
2704,122,DEPOSIT,2061.69,,COMPLETED,2023-01-22 05:10:33
2705,724,DEPOSIT,909.04,,COMPLETED,2024-03-20 13:06:58
2706,135,DEPOSIT,3372.25,,COMPLETED,2024-12-12 17:25:49
2707,712,PAYMENT,897.87,,COMPLETED,2024-01-21 06:08:57
2708,105,WITHDRAWAL,1343.52,,COMPLETED,2024-09-26 17:37:22
2709,457,PAYMENT,1503.88,,COMPLETED,2025-03-15 07:54:51
2710,916,DEPOSIT,4414.94,,COMPLETED,2023-11-26 23:40:17
2711,946,PAYMENT,691.15,,COMPLETED,2024-05-01 23:05:36
2712,604,TRANSFER,4199.18,721.0,COMPLETED,2024-01-11 02:06:11
2713,177,TRANSFER,3024.72,829.0,COMPLETED,2023-01-31 01:10:35
2714,205,PAYMENT,422.19,,COMPLETED,2024-01-26 22:00:15
2715,482,DEPOSIT,3588.92,,COMPLETED,2024-09-21 00:50:06
2716,452,TRANSFER,2375.08,30.0,COMPLETED,2023-03-01 23:26:47
